epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.1809312254190445,9.999999747378752e-05,3.1261277198791504,0.2551375925540924,2.5398685932159424
1,0.125,9.999999747378752e-05,2.6410582065582275,0.2549634277820587,2.539809226989746
2,0.2061500996351242,9.999999747378752e-05,2.8164498805999756,0.24660396575927734,2.595581293106079
3,0.125,9.999999747378752e-05,2.8696401119232178,0.2481713742017746,2.5860838890075684
4,0.2523193657398224,9.999999747378752e-05,2.5674428939819336,0.37269243597984314,2.2155251502990723
5,0.125,9.999999747378752e-05,2.862291097640991,0.37269243597984314,2.225036859512329
6,0.31991812586784363,9.999999747378752e-05,2.3273773193359375,0.39411354064941406,2.1395199298858643
7,0.125,9.999999747378752e-05,2.797797203063965,0.3932427763938904,2.1421315670013428
8,0.3719674348831177,9.999999747378752e-05,2.142592430114746,0.4595959484577179,1.8831685781478882
9,0.375,9.999999747378752e-05,1.7860362529754639,0.4585510194301605,1.8815664052963257
10,0.4140424132347107,9.999999747378752e-05,2.00274920463562,0.4639498293399811,1.8383558988571167
11,0.25,9.999999747378752e-05,2.4387149810791016,0.46447232365608215,1.83170485496521
12,0.435602605342865,9.999999747378752e-05,1.8983176946640015,0.49843260645866394,1.7135920524597168
13,0.625,9.999999747378752e-05,1.6036829948425293,0.49825844168663025,1.7147221565246582
14,0.4547671973705292,9.999999747378752e-05,1.8090078830718994,0.5203761458396912,1.6138712167739868
15,0.5,9.999999747378752e-05,2.002133369445801,0.523685097694397,1.6095272302627563
16,0.4737575650215149,9.999999747378752e-05,1.7475171089172363,0.5344827771186829,1.5625829696655273
17,0.5,9.999999747378752e-05,1.497786045074463,0.5343086123466492,1.56099534034729
18,0.4930092692375183,9.999999747378752e-05,1.6773797273635864,0.540229856967926,1.5196033716201782
19,0.5,9.999999747378752e-05,1.582999587059021,0.540229856967926,1.5213196277618408
20,0.5001088976860046,9.999999747378752e-05,1.6337569952011108,0.5557296872138977,1.4778186082839966
21,0.625,9.999999747378752e-05,1.191599726676941,0.5560780167579651,1.4777246713638306
22,0.5113463401794434,9.999999747378752e-05,1.5875970125198364,0.5576454401016235,1.4345802068710327
23,0.5,9.999999747378752e-05,1.703067421913147,0.5576454401016235,1.4338699579238892
24,0.5201010704040527,9.999999747378752e-05,1.5545858144760132,0.5668756365776062,1.402114748954773
25,0.75,9.999999747378752e-05,1.1820731163024902,0.5667014718055725,1.4007995128631592
26,0.5197526216506958,9.999999747378752e-05,1.5245198011398315,0.5741901993751526,1.3815863132476807
27,0.625,9.999999747378752e-05,1.2035250663757324,0.5733193755149841,1.3805298805236816
28,0.5315126776695251,9.999999747378752e-05,1.50180983543396,0.5724486112594604,1.3744101524353027
29,0.375,9.999999747378752e-05,2.055572032928467,0.5708812475204468,1.3742367029190063
30,0.5356504917144775,9.999999747378752e-05,1.4763067960739136,0.5795890092849731,1.355879783630371
31,0.375,9.999999747378752e-05,1.5953527688980103,0.5794148445129395,1.3547983169555664
32,0.5414869785308838,9.999999747378752e-05,1.4507216215133667,0.5839428901672363,1.3421529531478882
33,0.625,9.999999747378752e-05,1.6140258312225342,0.582897961139679,1.342241644859314
34,0.5467137098312378,9.999999747378752e-05,1.4414809942245483,0.5896900296211243,1.3109349012374878
35,0.5,9.999999747378752e-05,1.6009331941604614,0.5900382995605469,1.3096561431884766
36,0.5480203628540039,9.999999747378752e-05,1.4254469871520996,0.5823754668235779,1.3042945861816406
37,0.5,9.999999747378752e-05,1.1558880805969238,0.5832462310791016,1.3034913539886475
38,0.5518097281455994,9.999999747378752e-05,1.4090545177459717,0.5910832285881042,1.3000822067260742
39,0.75,9.999999747378752e-05,1.083528995513916,0.5903866291046143,1.2995737791061401
40,0.5600417852401733,9.999999747378752e-05,1.3915433883666992,0.5983977913856506,1.2664387226104736
41,0.5,9.999999747378752e-05,1.0940911769866943,0.5982236266136169,1.2664403915405273
42,0.5607386827468872,9.999999747378752e-05,1.383075475692749,0.6003134846687317,1.2594735622406006
43,0.625,9.999999747378752e-05,1.286879062652588,0.6011842489242554,1.2586472034454346
44,0.5655733942985535,9.999999747378752e-05,1.371420979499817,0.6055381298065186,1.2405073642730713
45,0.625,9.999999747378752e-05,1.4402058124542236,0.6060606241226196,1.2408788204193115
46,0.5698419213294983,9.999999747378752e-05,1.3558729887008667,0.6006618142127991,1.2325527667999268
47,0.875,9.999999747378752e-05,0.7840211391448975,0.6003134846687317,1.233388900756836
48,0.5697547793388367,9.999999747378752e-05,1.3587247133255005,0.6041448712348938,1.2304633855819702
49,0.75,9.999999747378752e-05,0.8330985307693481,0.6039707660675049,1.2309794425964355
